reactions,data_type,kcat,MW,kcat_MW
G6PDH2r,DLkcat,32605.4284,57535.61560000006,2040119.6896205607
DHQTi_reverse,DLkcat,1126.0345,16565.846599999993,20391.976224142996
MCLORi,DLkcat,1055.4824,34994.01899999999,27145.614797774448
SHK3Dr,DLkcat,887.5379,28888.182800000028,55301.79004544372
MDH_reverse,DLkcat,638.115,34994.01899999999,16411.47591535571
SUCR_num1,DLkcat,593.2305,49840.75780000006,21424.531791529032
SHK3Dr_reverse,DLkcat,562.0705,28888.182800000028,35022.17176498894
RAFH,DLkcat,549.7433,49840.75780000006,19853.990663039214
DHDPS,DLkcat,473.7952,32389.883100000003,13165.088576685846
ILETA,DLkcat,238.5383,31157.445700000033,27561.24132473411
VALTA,DLkcat,238.5383,31157.445700000033,27561.24132473411
LEUTA,DLkcat,238.5383,31157.445700000033,27561.24132473411
ASPTA_reverse_num2,DLkcat,237.9199,42420.41000000007,10095.51345684776
ICDHyr_reverse,DLkcat,233.2465,45402.079300000056,18494.470142031558
POR,DLkcat,205.5359,11257.120299999993,3273.3869379112657
LDH_L_reverse,DLkcat,203.3592,34994.01899999999,5230.130325985136
VALTA_reverse,DLkcat,199.2286,31157.445700000033,23019.311881525617
CS,DLkcat,176.3301,42304.36730000003,15005.267789455856
LEUTA_reverse,DLkcat,174.9984,31157.445700000033,20219.70112909478
ACHBS,DLkcat,121.5658,64430.563200000084,5217.853518856361
LCYSTAT_reverse_num2,DLkcat,119.8397,42420.41000000007,5085.0866363620635
ASPCT,DLkcat,114.6406,60771.661800000016,1697.773879206311
DRPA_reverse,DLkcat,104.8143,27284.959500000008,6914.642479128472
GLNSP2,DLkcat,102.7318,50034.590299999996,7391.576063329933
RBK_L1_reverse,DLkcat,99.4594,56749.37140000003,6309.388653422156
GLNS,DLkcat,97.1567,50034.590299999996,6990.446367260452
APRAUR,DLkcat,95.8984,38865.22670000009,4441.428357859022
RBK_L1,DLkcat,95.3451,56749.37140000003,6048.3905201459165
ILETA_reverse,DLkcat,91.1469,31157.445700000033,10531.313868261019
ADSL2r_reverse,DLkcat,90.9558,49872.58350000004,1641.387196233777
ADSL1r_reverse,DLkcat,90.9558,49872.58350000004,1641.387196233777
THPAT,DLkcat,89.8611,25282.296400000003,3198.8783265747957
RBFSa,DLkcat,89.808,17966.531099999986,8155.304102621538
DPCOAK,DLkcat,86.109,20330.687300000012,1270.6260058409327
HCO3abc,DLkcat,86.0175,27111.609100000038,1037.421886525349
LCYSTAT_num2,DLkcat,82.6017,42420.41000000007,3504.9887542341
ASPTA_num2,DLkcat,82.6017,42420.41000000007,3504.9887542341
TYRTA_num3,DLkcat,82.6017,42420.41000000007,3504.9887542341
