,kcat,data_type,MW,kcat_MW
3HAD100_num1,8.881378260869566,Other_species,33537.04559999999,953.3625030801892
3HAD120_num1,8.881378260869566,Other_species,33537.04559999999,953.3625030801892
3HAD140_num1,8.881378260869566,Other_species,33537.04559999999,953.3625030801892
3HAD160_num1,8.881378260869566,Other_species,33537.04559999999,953.3625030801892
3HAD60_num1,8.881378260869566,Other_species,33537.04559999999,953.3625030801892
3HAD80_num1,8.881378260869566,Other_species,33537.04559999999,953.3625030801892
3HOPCD_num1,4539.947733333333,Other_species,31187.604800000016,524048.31806769565
3MBt2pp_num1,10036.499448856895,fill,54260.73300000013,665884.8124275199
3MBt4pp_num1,10036.499448856895,fill,54260.73300000013,665884.8124275199
3MBtex_num1,10036.499448856895,fill,56039.017600000065,644754.3080392042
3OAR100_num1,25.627636363636363,Other_species,50939.92099999998,1811.1431878563562
3OAR120_num1,25.627636363636363,Other_species,50939.92099999998,1811.1431878563562
3OAR121_num1,25.627636363636363,Other_species,50939.92099999998,1811.1431878563562
3OAR140_num1,25.627636363636363,Other_species,50939.92099999998,1811.1431878563562
3OAR141_num1,25.627636363636363,Other_species,50939.92099999998,1811.1431878563562
3OAR160_num1,25.627636363636363,Other_species,50939.92099999998,1811.1431878563562
3OAR161_num1,25.627636363636363,Other_species,50939.92099999998,1811.1431878563562
3OAR180_num1,25.627636363636363,Other_species,50939.92099999998,1811.1431878563562
3OAR181_num1,25.627636363636363,Other_species,50939.92099999998,1811.1431878563562
3OAR40_num1,25.627636363636363,Other_species,50939.92099999998,1811.1431878563562
3OAR60_num1,25.627636363636363,Other_species,50939.92099999998,1811.1431878563562
3OAR80_num1,25.627636363636363,Other_species,50939.92099999998,1811.1431878563562
3OAS121_num1,0.17085714285714285,Other_species,164324.8704000001,3.743107861813435
3OAS141_num1,0.17085714285714285,Other_species,164324.8704000001,3.743107861813435
3OAS161_num1,0.17085714285714285,Other_species,164324.8704000001,3.743107861813435
3OAS180_num1,0.17085714285714285,Other_species,164324.8704000001,3.743107861813435
3OAS181_num1,0.029,Other_species,164324.8704000001,0.6353268360770297
4HBALDtex_num1,10036.499448856895,fill,56039.017600000065,644754.3080392042
4HBAtex_num1,10036.499448856895,fill,56039.017600000065,644754.3080392042
4HBCOAH,10036.499448856895,fill,53357.267900000035,677159.8216685454
4HBZR,10036.499448856895,fill,1603188.638400006,22537.20937789593
4HBZtex_num1,10036.499448856895,fill,56039.017600000065,644754.3080392042
5HBZIDS2,10036.499448856895,fill,95339.95660000015,378974.34931163763
A5PISO,118.03846153846153,Other_species,67083.43880000005,6334.4764242834435
AACPS1_num1,0.016,Other_species,120587.96280000082,0.47765961595629186
ACONTb_num1,202.78,Other_species,102181.01680000065,7144.262436033963
ACOTA,1.185,Other_species,86648.94540000003,49.23314392698885
AACPS2_num1,0.016,Other_species,120587.96280000082,0.47765961595629186
AACPS3_num1,0.016,Other_species,120587.96280000082,0.47765961595629186
ACPPAT120,10036.499448856895,fill,74232.567,486732.4339718015
AACPS4_num1,10036.499448856895,fill,120587.96280000082,299626.9045179075
ACPPAT140,10036.499448856895,fill,74232.567,486732.4339718015
ACPPAT141,10036.499448856895,fill,74232.567,486732.4339718015
ACPPAT160,10036.499448856895,fill,74232.567,486732.4339718015
AACPS5_num1,10036.499448856895,fill,120587.96280000082,299626.9045179075
AACPS6_num1,0.016,Other_species,91706.40960000048,0.6280913215470568
ACPPAT161,10036.499448856895,fill,74232.567,486732.4339718015
ACPPAT180,10036.499448856895,fill,74232.567,486732.4339718015
AACPS8_num1,0.016,Other_species,91706.40960000048,0.6280913215470568
ACPPAT181,10036.499448856895,fill,74232.567,486732.4339718015
ACACT1r_num1,250225.12,Other_species,41173.07760000003,21878627.601061314
ACACT2r_num1,227482.32727272727,Other_species,82113.29500000007,9973249.498535132
ACACT3r_num1,250225.12,Other_species,82113.29500000007,10970335.948642656
ACACT4r_num1,227482.32727272727,Other_species,82113.29500000007,9973249.498535132
ACACT5r_num1,250225.12,Other_species,82113.29500000007,10970335.948642656
ACACT6r_num1,227482.32727272727,Other_species,82113.29500000007,9973249.498535132
ACACT7r_num1,227482.32727272727,Other_species,82113.29500000007,9973249.498535132
ACACT8r_num1,10036.499448856895,fill,82113.29500000007,440018.85463108984
ACAFDOR,10036.499448856895,fill,60655.517600000065,595681.9667117108
ACBIPGT,2.1918333333333333,Other_species,18512.079999999984,426.24059533018476
ACCOAC,10.213722222222222,Other_species,101601.26060000005,361.8990530517097
ACGAMT_num1,10036.499448856895,fill,58324.26740000007,619491.6734759498
ACGK,63.46666666666667,Other_species,31170.00650000002,7330.123591729114
ACGS,2.1999998,Other_species,16958.455299999987,467.0236256718503
ACHBS,64.40225,Other_species,79208.16770000015,2927.073138191019
ACPS1,0.4886158461538462,Other_species,28704.579599999972,61.28001422302133
ACKr,803.7693506493506,Other_species,93778.73000000005,30855.28735927284
ACLS,64.40225,Other_species,79208.16770000015,2927.073138191019
ACS,827.4769230769231,Other_species,118976.79480000018,25037.797732612296
ACS2,17.503333333333334,Other_species,118976.79480000018,529.6158810289273
ACNPLYS,7.9125,Other_species,31617.661800000027,900.9205101940832
ACOAD1f_num1,7.799307692307693,Other_species,41633.245900000016,674.4011206752361
ACOAD3f_num1,19.693501666666666,Other_species,41633.245900000016,1702.8844248725745
ACt2rpp_num1,10036.499448856895,fill,54260.73300000013,665884.8124275199
ACt4pp_num1,10036.499448856895,fill,54260.73300000013,665884.8124275199
ACtex_num1,10036.499448856895,fill,56039.017600000065,644754.3080392042
ACOAD5f_num1,19.693501666666666,Other_species,41633.245900000016,1702.8844248725745
ACOAD6f_num1,19.693501666666666,Other_species,41633.245900000016,1702.8844248725745
ACOAD7f_num1,19.693501666666666,Other_species,41633.245900000016,1702.8844248725745
ADCS,0.29811170000000003,Other_species,64544.6008000002,16.627295028525406
ACOAD8f_num1,10036.499448856895,fill,41633.245900000016,867849.6531995074
ACOATA_num1,7.278383262340426,Other_species,164324.8704000001,159.45352447650868
ACONTa_num1,202.78,Other_species,102181.01680000065,7144.262436033963
ADCYRS,4.5,Other_species,169905.5328000012,95.34710102153828
ADD,42.42490151513636,Other_species,63695.34930000019,2397.814709126502
ADK1,32.576099996,Other_species,23128.056000000004,5070.636286318227
ALAD_L,611.3284848484849,Other_species,38142.61450000004,57698.78584108447
ALAR,108.98226730769231,Other_species,41179.00310000001,9527.577958964535
ALATA_L,1.29,Other_species,39136.63040000005,118.66121208023044
ALATRS,6.545606666666667,Other_species,96363.00710000066,244.5355817460769
ALCD1,1.1116625,Other_species,40365.75100000003,99.14308295663808
ALCD19,9.359434267298578,Other_species,40370.13640000003,834.6259479637245
ALCD2x_num1,144.80081764957984,Other_species,40370.13640000003,12912.588116459448
ALCD3ir_num1,151.74087452420383,Other_species,40370.13640000003,13531.466499754839
ALDD2x,18.59661304347826,Other_species,59173.31970000017,1131.3850109464374
AM3PA_num1,10036.499448856895,fill,35440.753600000004,1019487.2948718794
AM4PA_num1,10036.499448856895,fill,35440.753600000004,1019487.2948718794
AMALT1,443.0983529411765,Other_species,111231.09720000009,14340.900258495643
AMALT2,443.0983529411765,Other_species,111231.09720000009,14340.900258495643
AMALT3,443.0983529411765,Other_species,111231.09720000009,14340.900258495643
AMALT4,443.0983529411765,Other_species,111231.09720000009,14340.900258495643
AMAOTr,47.76399999857143,Other_species,101733.88920000009,1690.1978421056665
AMPMS2,10036.499448856895,fill,94006.80260000016,384348.7600532939
ANPRT,0.8697687096774194,Other_species,73793.9000000001,42.43124912545218
ANS,8.2855,Other_species,149723.60240000018,199.219091191196
AOXSr2,912.6105895625,Other_species,82475.97340000018,39834.608637974474
APG3PAT120,10036.499448856895,fill,19948.737499999996,1811212.2642289936
APG3PAT140,10036.499448856895,fill,19948.737499999996,1811212.2642289936
APG3PAT141,10036.499448856895,fill,19948.737499999996,1811212.2642289936
APG3PAT160,10036.499448856895,fill,19948.737499999996,1811212.2642289936
