reactions,data_type,kcat,MW,kcat_MW
ZCAROTDH2,DLkcat,223.9447,,inf
PHYFXOR,DLkcat,223.9447,,inf
ORNTA,DLkcat,44.5685,4128.894199999999,38859.46023998388
ADPT,DLkcat,37.1696,47200.59160000004,1417.4669793757403
U23GAAT2,DLkcat,11.8181,,inf
ACOATA,DLkcat,8.3066,,inf
VPAMTr,DLkcat,7.4764,,inf
TMPPP_1,DLkcat,6.5735,,inf
GLYCL,DLkcat,3.4876,,inf
HOXGfx,DLkcat,3.1189,,inf
TALA,DLkcat,3.1189,,inf
G5SD_num1,DLkcat,0.0083,,inf
GND,DLkcat,0.0083,,inf
HSTPT,DLkcat,0.0083,,inf
FUM,DLkcat,0.0083,,inf
AIRC2,DLkcat,,,
IGPS,DLkcat,,,
MTAP,DLkcat,,,
HEMEAS_1,DLkcat,,,
DHORD3um,DLkcat,,,
MTHFC,DLkcat,,,
HBZNPT,DLkcat,,,
COCHL_1,DLkcat,,,
HSDy,DLkcat,,,
TRPS1,DLkcat,,,
HISTDb,DLkcat,,,
UPPDC1,DLkcat,,,
GARFT,DLkcat,,,
H4THDPR,DLkcat,,,
GLCS3,DLkcat,,,
AICART,DLkcat,,,
ASPTA,DLkcat,,,
GLYOX_num1,DLkcat,,,
PRAGSr,DLkcat,,,
SQD1,DLkcat,,,
ACKr,DLkcat,,,
UDCPDPS,DLkcat,,,
SHKK,DLkcat,,,
OXADC,DLkcat,,,
G1PACT,DLkcat,,,
KAS14,DLkcat,,,
OHPBAT,DLkcat,,,
3OAR160,DLkcat,,,
NMNS,DLkcat,,,
GALUi,DLkcat,,,
OMPDC,DLkcat,,,
GLUSfx,DLkcat,,,
NADS2,DLkcat,,,
GLUTRR,DLkcat,,,
G1PTT,DLkcat,,,
UAMAGS,DLkcat,,,
SPS,DLkcat,,,
DAPDC,DLkcat,,,
PSIum,DLkcat,,,
R05219,DLkcat,,,
PFK_3,DLkcat,,,
THRS_num1,DLkcat,,,
NAMNPP,DLkcat,,,
FOLD3,DLkcat,,,
P5CR,DLkcat,,,
3OAS140,DLkcat,,,
IPDPS_syn,DLkcat,,,
GLYDHDA,DLkcat,,,
SBP,DLkcat,,,
H4THDPS,DLkcat,,,
EAR60y,DLkcat,,,
UAPGR,DLkcat,,,
IPPS,DLkcat,,,
ANS,DLkcat,,,
SUCBZL,DLkcat,,,
NNATr_num1,DLkcat,,,
PERD,DLkcat,,,
ADOCBLS,DLkcat,,,
LTHRK_num1,DLkcat,,,
PPS,DLkcat,,,
PDS2_1,DLkcat,,,
ALAALAr,DLkcat,,,
ADCPS2,DLkcat,,,
GF6PTA,DLkcat,,,
GLCP2_1,DLkcat,,,
AGDI_1,DLkcat,,,
LPADSS2,DLkcat,,,
GLYCK,DLkcat,,,
DPR,DLkcat,,,
EAR120y,DLkcat,,,
MAN1PT,DLkcat,,,
NMNAT_num1,DLkcat,,,
TKT2,DLkcat,,,
PSP_L,DLkcat,,,
HEX7,DLkcat,,,
PPNCL2,DLkcat,,,
CYTBD4cm,DLkcat,,,
PPNCL3,DLkcat,,,
CS,DLkcat,,,
PPCDC,DLkcat,,,
LDH_D,DLkcat,,,
HPYRRy,DLkcat,,,
ADMDC_num1,DLkcat,,,
PRE3BS,DLkcat,,,
PPPGO2_1,DLkcat,,,
DMATT,DLkcat,,,
DNAMTn2r,DLkcat,,,
G3PD2,DLkcat,,,
MI3PP,DLkcat,,,
MOHMT,DLkcat,,,
PROAKGOX1,DLkcat,,,
ASAD,DLkcat,,,
CYSS_2_num1,DLkcat,,,
ACOTA,DLkcat,,,
FTHFD,DLkcat,,,
ALDD2y,DLkcat,,,
3OAS80,DLkcat,,,
PSCVT,DLkcat,,,
CBPS,DLkcat,,,
MEPCT,DLkcat,,,
PDX5POi,DLkcat,,,
DHFS,DLkcat,,,
PGCD,DLkcat,,,
SPMDabcpp,DLkcat,,,
NNDMBRT,DLkcat,,,
PRATPP,DLkcat,,,
ASNN,DLkcat,,,
SERAT_num1,DLkcat,,,
