reactions,data_type,kcat,MW,kcat_MW
ANPRT,DLkcat,50.5655,,inf
ANS,DLkcat,50.5655,,inf
GLYCLa,DLkcat,50.5655,,inf
ORNTA,DLkcat,30.1281,,inf
PSCVT,DLkcat,8.9183,,inf
GLNS_1_num1,DLkcat,8.158,,inf
SULR_syn,DLkcat,0.6596,,inf
IGPS,DLkcat,0.0432,,inf
AHCi,DLkcat,0.0281,,inf
AGPR,DLkcat,0.028,,inf
GAPDi_nadp,DLkcat,,,
GAPD,DLkcat,,,
PGK,DLkcat,,,
HEX7,DLkcat,,,
MAN1PT_num1,DLkcat,,,
G1PTT,DLkcat,,,
MAN1PT2_num1,DLkcat,,,
G1PCTYT,DLkcat,,,
TDPDRR_2,DLkcat,,,
GALUi,DLkcat,,,
ALCD19y,DLkcat,,,
GLYK,DLkcat,,,
G3PD1ir,DLkcat,,,
G3PDau,DLkcat,,,
ARGDI_1,DLkcat,,,
ARGOXu,DLkcat,,,
GUDBUTNAH_num1,DLkcat,,,
PROAKGOX1_num1,DLkcat,,,
ARGDC,DLkcat,,,
HSK,DLkcat,,,
THRS_num1,DLkcat,,,
HSDy,DLkcat,,,
ASAD,DLkcat,,,
ASPK,DLkcat,,,
DHDPS,DLkcat,,,
DHDPRy,DLkcat,,,
LDAPAT,DLkcat,,,
DAPDC,DLkcat,,,
LTHRK,DLkcat,,,
ASNN_1_num1,DLkcat,,,
THRPDC,DLkcat,,,
PHYTEDH2,DLkcat,,,
PHYTFDH2,DLkcat,,,
ZCAROTDH1,DLkcat,,,
ECHINH,DLkcat,,,
BCAROHX11,DLkcat,,,
BCAROHX21,DLkcat,,,
BCAROKE,DLkcat,,,
GLUTRS,DLkcat,,,
GLUTRR,DLkcat,,,
HMBS_1,DLkcat,,,
UPPDC1,DLkcat,,,
CPPPGO,DLkcat,,,
MPOMT,DLkcat,,,
CPPPGO2_num1,DLkcat,,,
PPPGO_num1,DLkcat,,,
DVOCHR,DLkcat,,,
SPS,DLkcat,,,
SPP,DLkcat,,,
FCLT,DLkcat,,,
HEMEOS,DLkcat,,,
HEMEAS,DLkcat,,,
PRATPP,DLkcat,,,
ATPPRT,DLkcat,,,
IG3PS_num1,DLkcat,,,
HISTP,DLkcat,,,
POR_1,DLkcat,,,
MPOMOR_num1,DLkcat,,,
MPOMC1_num1,DLkcat,,,
PCHR,DLkcat,,,
CYSST_num1,DLkcat,,,
CHPHYS,DLkcat,,,
MTHFR2,DLkcat,,,
KARI_23dhmp_1,DLkcat,,,
HISTDa_1_num1,DLkcat,,,
KARA1,DLkcat,,,
GOX,DLkcat,,,
GOR1,DLkcat,,,
MTHFR3,DLkcat,,,
GLUCYS,DLkcat,,,
LEUTA,DLkcat,,,
GTHS,DLkcat,,,
VALTA,DLkcat,,,
IPMD,DLkcat,,,
MM3OR1,DLkcat,,,
DNTPPA_num1,DLkcat,,,
MMS_num1,DLkcat,,,
GTHRDH_syn,DLkcat,,,
IPPS_num1,DLkcat,,,
MMHL,DLkcat,,,
SBP,DLkcat,,,
DPR,DLkcat,,,
AMPTASECG,DLkcat,,,
MI1PP_num1,DLkcat,,,
ACOATA,DLkcat,,,
KAS14_num1,DLkcat,,,
MCOATA,DLkcat,,,
ACCOAC,DLkcat,,,
3OAS120_num1,DLkcat,,,
3OAS60_num1,DLkcat,,,
3OAS80_num1,DLkcat,,,
3OAR40_2_num1,DLkcat,,,
3OAR60_num1,DLkcat,,,
3OAR80_num1,DLkcat,,,
PSIb_num1,DLkcat,,,
PSIa_num1,DLkcat,,,
ORPT,DLkcat,,,
OMPDC,DLkcat,,,
TALA,DLkcat,,,
FNOR_num1,DLkcat,,,
FTR,DLkcat,,,
EAR120y,DLkcat,,,
EAR140y,DLkcat,,,
EAR160y,DLkcat,,,
SOPSII,DLkcat,,,
EAR180y,DLkcat,,,
PRUK,DLkcat,,,
EAR40y,DLkcat,,,
EAR60y,DLkcat,,,
EAR80y,DLkcat,,,
CTPS1_2,DLkcat,,,
EAR100y,DLkcat,,,
CTPS2,DLkcat,,,
