metname,inchikey,Canonical_SMILES
gthrd,RWSXRVCMGQZWBV-WDSKDSINSA-M,C(CC(=O)NC(C[S-])C(=O)NCC(=O)O)C(C(=O)O)N
1ag3p_LM,NA,noinchikey_inpubchem
ttdca,NA,noinchikey_inpubchem
nh3,QGZKDVFQNNGYKY-UHFFFAOYSA-O,[NH4+]
trnaarg,NA,noinchikey_inpubchem
hmgcoa,CABVTRNMFUVUDM-SJBCKIPMSA-I,noinchikey_inpubchem
ca2,BHPQYMZQTOCNFJ-UHFFFAOYSA-N,[Ca+2]
h_n,NA,noinchikey_inpubchem
acACP_m,NA,noinchikey_inpubchem
mal__L,BJEPYKJPYRNKOW-REOHCLBHSA-L,C(C(C(=O)[O-])O)C(=O)[O-]
xu5p__D,FNZLKVNUWIIPSJ-RFZPGFLSSA-L,C(C(C(C(=O)CO)O)O)OP(=O)([O-])[O-]
nh4_m,NA,noinchikey_inpubchem
nicrnt,JOUIQRNQJGXQDC-ZYUZMQFOSA-L,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])[O-])O)O)C(=O)[O-]
gam6p,XHMJOUIAFHJHBW-IVMDWMLBSA-M,C(C1C(C(C(C(O1)O)[NH3+])O)O)OP(=O)([O-])[O-]
b_D_glucose_x,NA,noinchikey_inpubchem
ppi_m,NA,noinchikey_inpubchem
udpgal,HSCJRCZFDFQWRP-ABVWGUQPSA-L,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OC3C(C(C(C(O3)CO)O)O)O)O)O
icit_m,NA,noinchikey_inpubchem
sphings_r,NA,noinchikey_inpubchem
orn__L,AHLPHDHHMVZTML-BYPYZUCNSA-O,C(CC(C(=O)[O-])[NH3+])C[NH3+]
ppi_x,NA,noinchikey_inpubchem
decACP_m,NA,noinchikey_inpubchem
ade,GFFGJBXGBJISGV-UHFFFAOYSA-N,C1=NC2=NC=NC(=C2N1)N
3mgcoa,GXKSHRDAHFLWPN-RKYLSHMCSA-I,CC(=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)CC(=O)[O-]
hdca,IPCSVZSSVZVIGE-UHFFFAOYSA-M,CCCCCCCCCCCCCCCC(=O)[O-]
hibcoa_m,NA,noinchikey_inpubchem
thmpp_m,NA,noinchikey_inpubchem
atp,ZKHQWZAMYRWXGA-KQYNXXCUSA-J,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N
amp_x,NA,noinchikey_inpubchem
akg_m,NA,noinchikey_inpubchem
focytc_m,NA,noinchikey_inpubchem
hxan_x,NA,noinchikey_inpubchem
camp,IVOMOUWHDPKRLL-KQYNXXCUSA-M,C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)[O-]
gthrd_m,NA,noinchikey_inpubchem
adn,OIRDTQYFTABQOQ-KQYNXXCUSA-N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
asn__L_x,NA,noinchikey_inpubchem
trnaala,NA,noinchikey_inpubchem
adp,XTWYTFMLZFPYCI-KQYNXXCUSA-K,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O)N
adn_r,NA,noinchikey_inpubchem
glyc3p_x,NA,noinchikey_inpubchem
tyr__L_m,NA,noinchikey_inpubchem
ru5p__D_x,NA,noinchikey_inpubchem
gthox_m,NA,noinchikey_inpubchem
dtdp,UJLXYODCHAELLY-XLPZGREQSA-K,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)([O-])OP(=O)([O-])[O-])O
3hhACP_m,NA,noinchikey_inpubchem
3oxtdACP_m,NA,noinchikey_inpubchem
f6p,BGWGXPAPYGQALX-ARQDHWQXSA-L,C(C1C(C(C(O1)(CO)O)O)O)OP(=O)([O-])[O-]
tcynt,ZMZDMBWJUHKJPS-UHFFFAOYSA-M,C(#N)[S-]
arg__L,ODKSFYDXXFIFQN-BYPYZUCNSA-O,C(CC(C(=O)[O-])[NH3+])C[NH+]=C(N)N
acser,VZXPDPZARILFQX-BYPYZUCNSA-N,CC(=O)OCC(C(=O)O)N
mal__L_m,NA,noinchikey_inpubchem
co2_x,NA,noinchikey_inpubchem
gdp_n,NA,noinchikey_inpubchem
pmtcoa,MNBKLUUYKPBKDU-BBECNAHFSA-J,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
trpox,NA,noinchikey_inpubchem
adn_m,NA,noinchikey_inpubchem
val__L_m,NA,noinchikey_inpubchem
tdcoa,DUAFKXOFBZQTQE-QSGBVPJFSA-J,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
clpn_LM_m,NA,noinchikey_inpubchem
3hocdacp_m,NA,noinchikey_inpubchem
o2,MYMOFIZGZYHOMD-UHFFFAOYSA-N,O=O
thf,MSTNYGQPCMXVAQ-RYUDHWBXSA-L,C1C(NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-]
pro__L,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C1CC(NC1)C(=O)O
h,GPRLSGONYQIRFK-UHFFFAOYSA-N,[H+]
nadp_r,NA,noinchikey_inpubchem
sdhlam_m,NA,noinchikey_inpubchem
glu__L_n,NA,noinchikey_inpubchem
3oxocdacp_m,NA,noinchikey_inpubchem
glu5sa,KABXUUFDPUOJMW-BYPYZUCNSA-N,C(CC(C(=O)O)N)C=O
gmp_r,NA,noinchikey_inpubchem
ctp_n,NA,noinchikey_inpubchem
uacgam,LFTYTUAZOPRMMI-CFRASDGPSA-L,CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
for,BDAGIHXWWSANSR-UHFFFAOYSA-M,C(=O)[O-]
pa_LM,NA,noinchikey_inpubchem
ppa_m,NA,noinchikey_inpubchem
h_x,NA,noinchikey_inpubchem
itp,HAEJPQIATWHALX-KQYNXXCUSA-J,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O
f26bp,YXWOAJXNVLXPMU-ZXXMMSQZSA-J,C(C1C(C(C(O1)(CO)OP(=O)([O-])[O-])O)O)OP(=O)([O-])[O-]
atp_n,NA,noinchikey_inpubchem
pmtcoa_m,NA,noinchikey_inpubchem
thr__L_m,NA,noinchikey_inpubchem
arg__L_x,NA,noinchikey_inpubchem
amp,UDMBCSSLTHHNCD-KQYNXXCUSA-L,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])[O-])O)O)N
chol,OEYIOHPDSNJKLS-UHFFFAOYSA-N,C[N+](C)(C)CCO
trnaglu_m,NA,noinchikey_inpubchem
ps_LM_m,NA,noinchikey_inpubchem
3oxhdACP_m,NA,noinchikey_inpubchem
s7p,JDTUMPKOJBQPKX-GBNDHIKLSA-L,C(C(C(C(C(C(=O)CO)O)O)O)O)OP(=O)([O-])[O-]
2tddACP_m,NA,noinchikey_inpubchem
thr__L,AYFVYJQAPQTCCC-GBXIJSLDSA-N,CC(C(C(=O)O)N)O
trnahis,NA,noinchikey_inpubchem
coa_r,NA,noinchikey_inpubchem
dad_2,OLXZPDWKRNYJJZ-RRKCRQDMSA-N,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O
dttp,NHVNXKFIZYSCEB-XLPZGREQSA-J,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O
pi_m,NA,noinchikey_inpubchem
ppcoa_m,NA,noinchikey_inpubchem
his__L,HNDVDQJCIGZPNO-YFKPBYRVSA-N,C1=C(NC=N1)CC(C(=O)O)N
asp__L_x,NA,noinchikey_inpubchem
coa_m,NA,noinchikey_inpubchem
dump_m,NA,noinchikey_inpubchem
rbl__L_x,NA,noinchikey_inpubchem
glincoa,NA,noinchikey_inpubchem
gamla,NA,noinchikey_inpubchem
drib,PDWIQYODPROSQH-PYHARJCCSA-N,C1C(C(OC1O)CO)O
hdd2coa_m,NA,noinchikey_inpubchem
1pyr5c,DWAKNKKXGALPNW-UHFFFAOYSA-M,C1CC(N=C1)C(=O)[O-]
imp_x,NA,noinchikey_inpubchem
trnapro,NA,noinchikey_inpubchem
s7p_x,NA,noinchikey_inpubchem
dtdp_n,NA,noinchikey_inpubchem
a_D_glucose,NA,noinchikey_inpubchem
udp,XCCTYIAWTASOJW-XVFCMESISA-K,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])[O-])O)O
gdp_m,NA,noinchikey_inpubchem
xu5p__D_x,NA,noinchikey_inpubchem
3hbACP_m,NA,noinchikey_inpubchem
dmpp_x,NA,noinchikey_inpubchem
pep,DTBNBXWJWCWCIK-UHFFFAOYSA-K,C=C(C(=O)[O-])OP(=O)([O-])[O-]
2maacoa_m,NA,noinchikey_inpubchem
adp_n,NA,noinchikey_inpubchem
dgtp,HAAZLUGHYHWQIW-KVQBGUIXSA-J,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O
fad_m,NA,noinchikey_inpubchem
asp__L_m,NA,noinchikey_inpubchem
itp_n,NA,noinchikey_inpubchem
trnacys,NA,noinchikey_inpubchem
nac,PVNIIMVLHYAWGP-UHFFFAOYSA-M,C1=CC(=CN=C1)C(=O)[O-]
3hocACP_m,NA,noinchikey_inpubchem
urea,XSQUKJJJFZCRTK-UHFFFAOYSA-N,C(=O)(N)N
olcoa,NA,noinchikey_inpubchem
g3p,LXJXRIRHZLFYRP-VKHMYHEASA-L,C(C(C=O)O)OP(=O)([O-])[O-]
lpro,NA,noinchikey_inpubchem
sphings,NA,noinchikey_inpubchem
ergtetrol_r,NA,noinchikey_inpubchem
xmp,DCTLYFZHFGENCW-UUOKFMHZSA-L,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])[O-])O)O)NC(=O)NC2=O
protrna,NA,noinchikey_inpubchem
glucys,RITKHVBHSGLULN-WHFBIAKZSA-M,C(CC(=O)NC(CS)C(=O)[O-])C(C(=O)[O-])[NH3+]
adp_r,NA,noinchikey_inpubchem
12dgr_LM,NA,noinchikey_inpubchem
glytrna,NA,noinchikey_inpubchem
atp_x,NA,noinchikey_inpubchem
sertrna,NA,noinchikey_inpubchem
ptd1ino_LM,NA,noinchikey_inpubchem
nh4_x,NA,noinchikey_inpubchem
nadph,ACFIXJIJDZMPPO-NNYOXOHSSA-J,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O
ctp_m,NA,noinchikey_inpubchem
dctp_n,NA,noinchikey_inpubchem
pyr_x,NA,noinchikey_inpubchem
asptrna,NA,noinchikey_inpubchem
pe_LM_m,NA,noinchikey_inpubchem
hcys__L,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C(CS)C(C(=O)O)N
datp_n,NA,noinchikey_inpubchem
xmp_x,NA,noinchikey_inpubchem
inost,CDAISMWEOUEBRE-GPIVLXJGSA-N,noinchikey_inpubchem
cit_m,NA,noinchikey_inpubchem
so3,LSNNMFCWUKXFEE-UHFFFAOYSA-L,[O-]S(=O)[O-]
gthox,YPZRWBKMTBYPTK-BJDJZHNGSA-L,C(CC(=O)NC(CSSCC(C(=O)NCC(=O)[O-])NC(=O)CCC(C(=O)[O-])[NH3+])C(=O)NCC(=O)[O-])C(C(=O)[O-])[NH3+]
rbl__L,ZAQJHHRNXZUBTE-UCORVYFPSA-N,C(C(C(C(=O)CO)O)O)O
dttp_n,NA,noinchikey_inpubchem
idp,JPXZQMKKFWMMGK-KQYNXXCUSA-K,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O
3dsphgn_r,NA,noinchikey_inpubchem
h2o2_x,NA,noinchikey_inpubchem
hom__L,UKAUYVFTDYCKQA-VKHMYHEASA-N,C(CO)C(C(=O)O)N
2toceACP_m,NA,noinchikey_inpubchem
o2_m,NA,noinchikey_inpubchem
malcoa_m,NA,noinchikey_inpubchem
tdcoa_x,NA,noinchikey_inpubchem
trnaphe,NA,noinchikey_inpubchem
hxcoa_m,NA,noinchikey_inpubchem
2ahethmpp_m,NA,noinchikey_inpubchem
trnaser,NA,noinchikey_inpubchem
dump,JSRLJPSBLDHEIO-SHYZEUOFSA-L,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)([O-])[O-])O
44mctr_r,NA,noinchikey_inpubchem
trnagln,NA,noinchikey_inpubchem
mev__R_x,NA,noinchikey_inpubchem
gmp,RQFCJASXJCIDSX-UUOKFMHZSA-L,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])[O-])O)O)NC(=NC2=O)N
trpdox,NA,noinchikey_inpubchem
octACP_m,NA,noinchikey_inpubchem
tyr__L,OUYCCCASQSFEME-QMMMGPOBSA-N,C1=CC(=CC=C1CC(C(=O)O)N)O
urea_x,NA,noinchikey_inpubchem
ddcaACP_m,NA,noinchikey_inpubchem
ergst_r,NA,noinchikey_inpubchem
3mbutdhla_m,NA,noinchikey_inpubchem
dgmp_r,NA,noinchikey_inpubchem
phetrna,NA,noinchikey_inpubchem
3hpaACP_m,NA,noinchikey_inpubchem
thym,RWQNBRDOKXIBIV-UHFFFAOYSA-N,CC1=CNC(=O)NC1=O
ser__L,MTCFGRXMJLQNBG-REOHCLBHSA-N,C(C(C(=O)O)N)O
h_r,NA,noinchikey_inpubchem
ametam,ZUNBITIXDCPNSD-LSRJEVITSA-O,C[S+](CCC[NH3+])CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
a_D_glucose_x,NA,noinchikey_inpubchem
adn_x,NA,noinchikey_inpubchem
nh3_x,NA,noinchikey_inpubchem
dccoa_m,NA,noinchikey_inpubchem
ahcys,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N
1agly3p_LM_x,NA,noinchikey_inpubchem
3sala,ADVPTQAUNPRNPO-REOHCLBHSA-M,C(C(C(=O)[O-])[NH3+])S(=O)[O-]
ptrc,KIDHWZJUCRJVML-UHFFFAOYSA-P,C(CC[NH3+])C[NH3+]
lys__L,KDXKERNSBIXSRK-YFKPBYRVSA-O,C(CC[NH3+])CC(C(=O)O)N
tdcoa_m,NA,noinchikey_inpubchem
trpox_x,NA,noinchikey_inpubchem
trnathr,NA,noinchikey_inpubchem
co2,CURLTUGMZLYLDI-UHFFFAOYSA-N,C(=O)=O
asn__L,DCXYFEDJOCDNAF-REOHCLBHSA-N,C(C(C(=O)O)N)C(=O)N
2tdeACP_m,NA,noinchikey_inpubchem
3oxdeACP_m,NA,noinchikey_inpubchem
2beACP_m,NA,noinchikey_inpubchem
pyr_m,NA,noinchikey_inpubchem
glutrna,NA,noinchikey_inpubchem
acac_m,NA,noinchikey_inpubchem
ACP,NA,noinchikey_inpubchem
ptd4ino_LM,NA,noinchikey_inpubchem
damp,KHWCHTKSEGGWEX-RRKCRQDMSA-L,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)([O-])[O-])O
trprd_x,NA,noinchikey_inpubchem
dgdp_r,NA,noinchikey_inpubchem
dhap_x,NA,noinchikey_inpubchem
leutrna,NA,noinchikey_inpubchem
trnaasn,NA,noinchikey_inpubchem
3mb2coa_m,NA,noinchikey_inpubchem
hexACP_m,NA,noinchikey_inpubchem
f6p_x,NA,noinchikey_inpubchem
r1p,YXJDFQJKERBOBM-TXICZTDVSA-L,C(C1C(C(C(O1)OP(=O)([O-])[O-])O)O)O
nadh,BOPGDPNILDQYTO-NNYOXOHSSA-L,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O
no3,NHNBFGGVMKEFGY-UHFFFAOYSA-N,[N+](=O)([O-])[O-]
pep_x,NA,noinchikey_inpubchem
dgmp,LTFMZDNNPPEQNG-KVQBGUIXSA-L,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)([O-])[O-])O
amp_r,NA,noinchikey_inpubchem
rib__D,HMFHBZSHGGEWLO-SOOFDHNKSA-N,C(C1C(C(C(O1)O)O)O)O
accoa,ZSLZBFCDCINBPY-ZSJPKINUSA-J,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
tdeACP_m,NA,noinchikey_inpubchem
gln__L_n,NA,noinchikey_inpubchem
sphgn_r,NA,noinchikey_inpubchem
triglyc_LM,NA,noinchikey_inpubchem
oaa_m,NA,noinchikey_inpubchem
olcoa_m,NA,noinchikey_inpubchem
r5p,KTVPXOYAKDPRHY-AIHAYLRMSA-L,C(C1C(C(C(O1)O)O)O)OP(=O)([O-])[O-]
cdpea_m,NA,noinchikey_inpubchem
lpam_m,NA,noinchikey_inpubchem
h_m,NA,noinchikey_inpubchem
orn__L_x,NA,noinchikey_inpubchem
ocdca,QIQXTHQIDYTFRH-UHFFFAOYSA-M,CCCCCCCCCCCCCCCCCC(=O)[O-]
mmalsa_m,NA,noinchikey_inpubchem
val__L,KZSNJWFQEVHDMF-BYPYZUCNSA-N,CC(C)C(C(=O)O)N
mannan,NA,noinchikey_inpubchem
datp,SUYVUBYJARFZHO-RRKCRQDMSA-J,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O
ppi,XPPKVPWEQAFLFU-UHFFFAOYSA-K,OP(=O)([O-])OP(=O)([O-])[O-]
2dr5p,ALQNUOMIEBHXQG-CRCLSJGQSA-L,C(C=O)C(C(COP(=O)([O-])[O-])O)O
gua,UYTPUPDQBNUYGX-UHFFFAOYSA-N,C1=NC2=C(N1)C(=O)N=C(N2)N
3hmp_m,NA,noinchikey_inpubchem
hmgcoa_x,NA,noinchikey_inpubchem
cmp,IERHLVCPSMICTF-XVFCMESISA-L,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)([O-])[O-])O)O
agm,QYPPJABKJHAVHS-UHFFFAOYSA-P,C(CC[NH+]=C(N)N)C[NH3+]
nad_x,NA,noinchikey_inpubchem
b_D_glucose,NA,noinchikey_inpubchem
mlthf,QYNUQALWYRSVHF-OLZOCXBDSA-L,C1C2CN(CN2C3=C(N1)NC(=NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)[O-])C(=O)[O-]
pe_LM,NA,noinchikey_inpubchem
3oxddACP_m,NA,noinchikey_inpubchem
ctp,PCDQPRRSZKQHHS-XVFCMESISA-J,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O
cmp_n,NA,noinchikey_inpubchem
nadh_m,NA,noinchikey_inpubchem
ficytc_m,NA,noinchikey_inpubchem
butACP_m,NA,noinchikey_inpubchem
dutp_m,NA,noinchikey_inpubchem
dgdp_n,NA,noinchikey_inpubchem
valtrna,NA,noinchikey_inpubchem
pi_x,NA,noinchikey_inpubchem
ala__D,QNAYBMKLOCPYGJ-UWTATZPHSA-N,CC(C(=O)O)N
aacoa_m,NA,noinchikey_inpubchem
nadph_r,NA,noinchikey_inpubchem
cyan,LELOWRISYMNNSU-UHFFFAOYSA-N,C#N
actACP_m,NA,noinchikey_inpubchem
fum_x,NA,noinchikey_inpubchem
dcd2coa_m,NA,noinchikey_inpubchem
oaa,KHPXUQMNIQBQEV-UHFFFAOYSA-L,C(C(=O)C(=O)[O-])C(=O)[O-]
tsul,DHCDFWKWKRSZHF-UHFFFAOYSA-M,OS(=O)(=S)[O-]
ditp_n,NA,noinchikey_inpubchem
man6p,NBSCHQHZLSJFNQ-QTVWNMPRSA-L,C(C1C(C(C(C(O1)O)O)O)O)OP(=O)([O-])[O-]
cdpea,WVIMUEUQJFPNDK-PEBGCTIMSA-M,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OCC[NH3+])O)O
gtspmd,NEDQLXHBVHSKNV-STQMWFEESA-P,C(CC[NH2+]CCCNC(=O)CNC(=O)C(CS)NC(=O)CCC(C(=O)[O-])[NH3+])C[NH3+]
dudp,QHWZTVCCBMIIKE-SHYZEUOFSA-K,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)([O-])OP(=O)([O-])[O-])O
3mgcoa_m,NA,noinchikey_inpubchem
nadp_x,NA,noinchikey_inpubchem
5a4icam,NA,noinchikey_inpubchem
fum_m,NA,noinchikey_inpubchem
3hdeACP_m,NA,noinchikey_inpubchem
mi145tp__D,NA,noinchikey_inpubchem
dctp,RGWHQCVHVJXOKC-SHYZEUOFSA-J,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O
mi4p__D,INAPMGSXUVUWAF-CNWJWELYSA-L,noinchikey_inpubchem
cholp,YHHSONZFOIEMCP-UHFFFAOYSA-M,C[N+](C)(C)CCOP(=O)([O-])[O-]
ac,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-]
lystrna,NA,noinchikey_inpubchem
spyr,NA,noinchikey_inpubchem
akg,KPGXRSRHYNQIFN-UHFFFAOYSA-L,C(CC(=O)[O-])C(=O)C(=O)[O-]
ptd145bp_LM,NA,noinchikey_inpubchem
1ag3p_LM_m,NA,noinchikey_inpubchem
ethap_r,NA,noinchikey_inpubchem
gln__L_m,NA,noinchikey_inpubchem
pyr,LCTONWCANYUPML-UHFFFAOYSA-M,CC(=O)C(=O)[O-]
oaa_x,NA,noinchikey_inpubchem
2dr5p_x,NA,noinchikey_inpubchem
trnaglu,NA,noinchikey_inpubchem
g6p_A,NBSCHQHZLSJFNQ-DVKNGEFBSA-L,C(C1C(C(C(C(O1)O)O)O)O)OP(=O)([O-])[O-]
dgtp_n,NA,noinchikey_inpubchem
dcdp_n,NA,noinchikey_inpubchem
trpdox_n,NA,noinchikey_inpubchem
pg_LM_m,NA,noinchikey_inpubchem
myrsACP_m,NA,noinchikey_inpubchem
nad,BAWFJGJZGIEFAR-NNYOXOHSSA-M,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
12d3k5m,NA,noinchikey_inpubchem
strcoa_x,NA,noinchikey_inpubchem
ncam,DFPAKSUCGFBDDF-UHFFFAOYSA-N,C1=CC(=CN=C1)C(=O)N
udp_n,NA,noinchikey_inpubchem
2theACP_m,NA,noinchikey_inpubchem
scys__L,NOKPBJYHPHHWAN-REOHCLBHSA-M,C(C(C(=O)O)N)SS(=O)(=O)[O-]
gal1p_x,NA,noinchikey_inpubchem
cdp,ZWIADYZPOWUWEW-XVFCMESISA-K,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])[O-])O)O
h2o_n,NA,noinchikey_inpubchem
dha,RXKJFZQQPQGTFL-UHFFFAOYSA-N,C(C(=O)CO)O
q6_m,NA,noinchikey_inpubchem
iletrna,NA,noinchikey_inpubchem
g1p,HXXFSFRBOHSIMQ-GASJEMHNSA-L,C(C1C(C(C(C(O1)OP(=O)([O-])[O-])O)O)O)O
dgdp,CIKGWCTVFSRMJU-KVQBGUIXSA-K,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)([O-])OP(=O)([O-])[O-])O
trpdrd,NA,noinchikey_inpubchem
thymd,IQFYYKKMVGJFEH-XLPZGREQSA-N,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
thymd_m,NA,noinchikey_inpubchem
alincoa_x,NA,noinchikey_inpubchem
ocdcea,ZQPPMHVWECSIRJ-KTKRTIGZSA-M,CCCCCCCCC=CCCCCCCCC(=O)[O-]
acald_x,NA,noinchikey_inpubchem
gly_m,NA,noinchikey_inpubchem
ru5p__L,FNZLKVNUWIIPSJ-CRCLSJGQSA-L,C(C(C(C(=O)CO)O)O)OP(=O)([O-])[O-]
rib__D_x,NA,noinchikey_inpubchem
ppi_n,NA,noinchikey_inpubchem
ACP_m,NA,noinchikey_inpubchem
dhap,GNGACRATGGDKBX-UHFFFAOYSA-L,C(C(=O)COP(=O)([O-])[O-])O
e4p_x,NA,noinchikey_inpubchem
dtmp_m,NA,noinchikey_inpubchem
fdp_x,NA,noinchikey_inpubchem
dcmp,NCMVOABPESMRCP-SHYZEUOFSA-L,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)([O-])[O-])O
adp_x,NA,noinchikey_inpubchem
olcoa_x,NA,noinchikey_inpubchem
g6p_B_x,NA,noinchikey_inpubchem
