reactions,data_type,kcat,MW,kcat_MW
GAMptspp,DLkcat,,18.0153,
GAPD,DLkcat,,18.0153,
GALKr,DLkcat,,18.0153,
GARFT,DLkcat,,18.0153,
DDGLK,DLkcat,,18.0153,
DDPA,DLkcat,,18.0153,
GALURt2rpp,DLkcat,,18.0153,
GART,DLkcat,,42510.34620000002,
GF6PTA,DLkcat,,18.0153,
GHMT2r,DLkcat,,18.0153,
GLCabcpp,DLkcat,,36442.273,
GLCNt2rpp_num1,DLkcat,,18.0153,
GLCP,DLkcat,,18.0153,
GLCP2,DLkcat,,18.0153,
GLCptspp_num1,DLkcat,,18.0153,
GLCURt2rpp,DLkcat,,18.0153,
GLGC,DLkcat,,18.0153,
GLNabcpp,DLkcat,,18.0153,
14GLUCANabcpp,DLkcat,,18.0153,
2AGPGAT120,DLkcat,,18.0153,
5DOAN,DLkcat,,24609.131199999996,
2AGPGAT140,DLkcat,,18.0153,
2AGPGAT141,DLkcat,,18.0153,
AACPS1,DLkcat,,18.0153,
AACPS2,DLkcat,,18.0153,
2AGPGAT160,DLkcat,,18.0153,
2AGPGAT161,DLkcat,,18.0153,
AACPS3,DLkcat,,18.0153,
AACPS4,DLkcat,,18.0153,
AACPS5,DLkcat,,18.0153,
AACPS6,DLkcat,,18.0153,
2AGPGAT180,DLkcat,,18.0153,
2AGPGAT181,DLkcat,,18.0153,
AACPS7,DLkcat,,18.0153,
AACPS8,DLkcat,,18.0153,
AACPS9,DLkcat,,18.0153,
AADDGT,DLkcat,,18.0153,
2DGLCNRx,DLkcat,,35464.25080000001,
2DGLCNRy,DLkcat,,35464.25080000001,
ABTA,DLkcat,,18.0153,
2DGULRx,DLkcat,,35464.25080000001,
2DGULRy,DLkcat,,35464.25080000001,
23PDE2pp,DLkcat,,18.0153,
ACALD,DLkcat,,18.0153,
23PDE4pp,DLkcat,,18.0153,
ACCOAC,DLkcat,,18.0153,
ACGAMK,DLkcat,,27878.406599999995,
ACGAMT,DLkcat,,18.0153,
ACGAptspp_num1,DLkcat,,18.0153,
23PDE7pp,DLkcat,,18.0153,
ACGK,DLkcat,,18.0153,
ACGS,DLkcat,,18.0153,
ACHBS,DLkcat,,18.0153,
ACKr_num1,DLkcat,,18.0153,
ACLS,DLkcat,,18.0153,
23PDE9pp,DLkcat,,18.0153,
3KGK_copy1,DLkcat,,18.0153,
ACMAMUT,DLkcat,,18.0153,
ACMANAptspp,DLkcat,,18.0153,
3KGK_copy2,DLkcat,,18.0153,
ACNAMt2pp,DLkcat,,18.0153,
3NTD4pp,DLkcat,,18.0153,
3NTD7pp,DLkcat,,18.0153,
3NTD9pp,DLkcat,,18.0153,
3OAR100,DLkcat,,18.0153,
ACOAD1f,DLkcat,,18.0153,
3OAR120,DLkcat,,18.0153,
3OAR121,DLkcat,,18.0153,
3OAR140,DLkcat,,18.0153,
3OAR141,DLkcat,,18.0153,
ACOAD2f,DLkcat,,18.0153,
ACOAD3f,DLkcat,,18.0153,
ACOAD4f,DLkcat,,18.0153,
3OAR160,DLkcat,,18.0153,
3OAR161,DLkcat,,18.0153,
ACOAD5f,DLkcat,,18.0153,
ACOAD6f,DLkcat,,18.0153,
ACOAD7f,DLkcat,,18.0153,
3OAR180,DLkcat,,18.0153,
3OAR181,DLkcat,,18.0153,
3OAR40,DLkcat,,18.0153,
ACOAD8f,DLkcat,,18.0153,
ACOATA,DLkcat,,18.0153,
ACODA,DLkcat,,18.0153,
3OAR60,DLkcat,,18.0153,
3OAR80,DLkcat,,18.0153,
3OAS100_num1,DLkcat,,18.0153,
3OAS120_num1,DLkcat,,18.0153,
3OAS121,DLkcat,,18.0153,
3OAS140_num1,DLkcat,,18.0153,
3OAS141,DLkcat,,18.0153,
3OAS160_num1,DLkcat,,18.0153,
3OAS161,DLkcat,,18.0153,
3OAS180_num1,DLkcat,,18.0153,
3OAS181,DLkcat,,18.0153,
3OAS60_num1,DLkcat,,18.0153,
3OAS80_num1,DLkcat,,18.0153,
4HTHRS,DLkcat,,18.0153,
ACONMT,DLkcat,,18.0153,
ACONTb_num1,DLkcat,,18.0153,
ACOTA,DLkcat,,18.0153,
ACPS1,DLkcat,,18.0153,
ACS,DLkcat,,18.0153,
ACt4pp,DLkcat,,18.0153,
ADCS,DLkcat,,21267.1261,
ADMDC,DLkcat,,18.0153,
ADNK1,DLkcat,,18.0153,
ADNt2pp,DLkcat,,18.0153,
ADOCBLabcpp,DLkcat,,18.0153,
5DGLCNR,DLkcat,,18.0153,
AMALT2,DLkcat,,18.0153,
AMALT3,DLkcat,,18.0153,
AMALT4,DLkcat,,18.0153,
ADOCBLtonex,DLkcat,,18.0153,
ADPRDP,DLkcat,,18.0153,
ADPT,DLkcat,,18.0153,
ADSK,DLkcat,,18.0153,
AMANK,DLkcat,,18.0153,
AMAOTr,DLkcat,,46347.99810000005,
AMMQLT8,DLkcat,,18.0153,
AMPMS2,DLkcat,,18.0153,
AMPTASECG_num1,DLkcat,,18.0153,
AMPTASEPG_num1,DLkcat,,18.0153,
