metname,inchikey,Canonical_SMILES
34hpp,KKADPXVIOXHVKN-UHFFFAOYSA-M,C1=CC(=CC=C1CC(=O)C(=O)[O-])O
uama,NTMMCWJNQNKACG-KBKUWGQMSA-K,CC(C(=O)[O-])NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
man,WQZGKKKJIJFFOK-QTVWNMPRSA-N,C(C1C(C(C(C(O1)O)O)O)O)O
ochol,NA,noinchikey_inpubchem
gmp,RQFCJASXJCIDSX-UUOKFMHZSA-L,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])[O-])O)O)NC(=NC2=O)N
mocdca,BEOUGZFCUMNGOU-UHFFFAOYSA-M,CCCCCCCCC(C)CCCCCCCCC(=O)[O-]
pgp160190,NA,noinchikey_inpubchem
phbz2,NA,noinchikey_inpubchem
cholp,YHHSONZFOIEMCP-UHFFFAOYSA-M,C[N+](C)(C)CCOP(=O)([O-])[O-]
ac,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-]
nac,PVNIIMVLHYAWGP-UHFFFAOYSA-M,C1=CC(=CN=C1)C(=O)[O-]
ocdcea,ZQPPMHVWECSIRJ-KTKRTIGZSA-M,CCCCCCCCC=CCCCCCCCC(=O)[O-]
mas,NA,noinchikey_inpubchem
meoh,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO
glntrna,NA,noinchikey_inpubchem
cigam,NA,noinchikey_inpubchem
dpcoa,KDTSHFARGAKYJN-IBOSZNHHSA-L,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)C(C(=O)NCCC(=O)NCCS)O
6hmhpt,CQQNNQTXUGLUEV-UHFFFAOYSA-N,C1C(=NC2=C(N1)NC(=NC2=O)N)CO
pydam,NHZMQXZHNVQTQA-UHFFFAOYSA-O,CC1=NC=C(C(=C1O)C[NH3+])CO
udpgal,HSCJRCZFDFQWRP-ABVWGUQPSA-L,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OC3C(C(C(C(O3)CO)O)O)O)O)O
5mthf,ZNOVTXRBGFNYRX-STQMWFEESA-L,CN1C(CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-]
asn__L,DCXYFEDJOCDNAF-REOHCLBHSA-N,C(C(C(=O)O)N)C(=O)N
cgly,ZUKPVRWZDMRIEO-VKHMYHEASA-N,C(C(C(=O)NCC(=O)O)N)S
1msg3p,NA,noinchikey_inpubchem
moadcosh,NA,noinchikey_inpubchem
lgt_s,NA,noinchikey_inpubchem
1hdecg3p,NA,noinchikey_inpubchem
eig3p,HFYBTHCYPKEDQQ-RITPCOANSA-L,C1=C(NC=N1)C(C(COP(=O)([O-])[O-])O)O
pydxn,LXNHXLLTXMVWPM-UHFFFAOYSA-N,CC1=NC=C(C(=C1O)CO)CO
achms,FCXZBWSIAGGPCB-YFKPBYRVSA-N,CC(=O)OCCC(C(=O)O)N
hexdcoa,NA,noinchikey_inpubchem
ppi,XPPKVPWEQAFLFU-UHFFFAOYSA-K,OP(=O)([O-])OP(=O)([O-])[O-]
hgbam,JJMDOVLPFPOLFZ-IPUCCYEASA-L,noinchikey_inpubchem
g3pe,JZNWSCPGTDBMEW-YFKPBYRVSA-N,C(COP(=O)(O)OCC(CO)O)N
glyc3p,AWUCVROLDVIAJX-GSVOUGTGSA-L,C(C(COP(=O)([O-])[O-])O)O
c5tetdcoa,NA,noinchikey_inpubchem
mcbts,DQMISKWZRFJSGS-OGLMXYFKSA-N,CCCCCCCCCCCCCCCC=CC(=O)N(CCCCC(C(=O)OC(C)CC(=O)NC1CCCCN(C1=O)O)NC(=O)C2COC(=N2)C3=CC=CC=C3O)O
pendp,JMVSBFJBMXQNJW-GIXZANJISA-K,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])[O-])C)C)C)C)C
mkmeroacidcyc1AMP,NA,noinchikey_inpubchem
malt6p,ITPHOIFCAFNCLL-ASMJPISFSA-L,C(C1C(C(C(C(O1)O)O)O)OC2C(C(C(C(O2)COP(=O)([O-])[O-])O)O)O)O
mmeroacidcyc2ACP,NA,noinchikey_inpubchem
asptrna,NA,noinchikey_inpubchem
fad,IMGVNJNCCGXBHD-UYBVJOGSSA-K,noinchikey_inpubchem
tre,HDTRYLNUVZCQOY-LIZSDCNHSA-N,C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O
mmmeroacidACP,NA,noinchikey_inpubchem
dgmp,LTFMZDNNPPEQNG-KVQBGUIXSA-L,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)([O-])[O-])O
prepphth,NA,noinchikey_inpubchem
23dhmp,PDGXJDXVGMHUIR-UJURSFKZSA-M,CCC(C)(C(C(=O)[O-])O)O
pmtri,NA,noinchikey_inpubchem
arabinanagalfragund,NA,noinchikey_inpubchem
lys__L,KDXKERNSBIXSRK-YFKPBYRVSA-O,C(CC[NH3+])CC(C(=O)O)N
palmACP,NA,noinchikey_inpubchem
amet,MEFKEPWMEQBLKI-AIRLBKTGSA-O,C[S+](CCC(C(=O)O)N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
glc__D,WQZGKKKJIJFFOK-GASJEMHNSA-N,C(C1C(C(C(C(O1)O)O)O)O)O
suchms,GNISQJGXJIDKDJ-YFKPBYRVSA-M,C(COC(=O)CCC(=O)[O-])C(C(=O)[O-])[NH3+]
cbl2,ASARMUCNOOHMLO-FSANSEACSA-N,noinchikey_inpubchem
5aizc,XFVULMDJZXYMSG-ZIYNGMLESA-L,C1=NC(=C(N1C2C(C(C(O2)COP(=O)([O-])[O-])O)O)N)C(=O)O
h2mb4p,MDSIZRKJVDMQOQ-GORDUTHDSA-K,CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CO
arab__L,PYMYPHUHKUWMLA-VAYJURFESA-N,C(C(C(C(C=O)O)O)O)O
hmbil,WDFJYRZCZIUBPR-UHFFFAOYSA-F,C1=C(C(=C(N1)CC2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CO)CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-]
ocholc5coa,NA,noinchikey_inpubchem
26dap_LL,GMKMEZVLHJARHF-WHFBIAKZSA-N,C(CC(C(=O)O)N)CC(C(=O)O)N
tdcoa,DUAFKXOFBZQTQE-QSGBVPJFSA-J,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
fdxox,NA,noinchikey_inpubchem
dxyl5p,AJPADPZSRRUGHI-RFZPGFLSSA-L,CC(=O)C(C(COP(=O)([O-])[O-])O)O
tetscoa,NA,noinchikey_inpubchem
acgam1p,FZLJPEPAYPUMMR-RTRLPJTCSA-L,noinchikey_inpubchem
mkmeroacidcyc1ACP,NA,noinchikey_inpubchem
Ac2PIM2,NA,noinchikey_inpubchem
5ohhipcoa,NA,noinchikey_inpubchem
cyst__L,ILRYLPWNYFXEMH-WHFBIAKZSA-N,C(CSCC(C(=O)O)N)C(C(=O)O)N
hemeA,ZGGYGTCPXNDTRV-ONCSLILDSA-L,noinchikey_inpubchem
indole,SIKJAQJRHWYJAI-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CN2
dcmp,NCMVOABPESMRCP-SHYZEUOFSA-L,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)([O-])[O-])O
no2,IOVCWXUNBOPUCH-UHFFFAOYSA-M,N(=O)[O-]
dmlgnc,NA,noinchikey_inpubchem
25drapp,OCLCLRXKNJCOJD-UMMCILCDSA-L,C(C1C(C(C(O1)NC2=C(C(=O)N=C(N2)N)N)O)O)OP(=O)([O-])[O-]
met__L,FFEARJCKVFRZRR-BYPYZUCNSA-N,CSCCC(C(=O)O)N
PIM4,NA,noinchikey_inpubchem
cholc8coa,NA,noinchikey_inpubchem
adocbip,MQCMBMUJJHSGIF-QMUWONGRSA-K,noinchikey_inpubchem
sectrna,NA,noinchikey_inpubchem
pg160190,NA,noinchikey_inpubchem
cholc3coa,NA,noinchikey_inpubchem
hexcoa,NA,noinchikey_inpubchem
trdox,NA,noinchikey_inpubchem
rppdima,NA,noinchikey_inpubchem
ptd1ino160,NA,noinchikey_inpubchem
glx,HHLFWLYXYJOTON-UHFFFAOYSA-M,C(=O)C(=O)[O-]
fmettrna,NA,noinchikey_inpubchem
nicrnt,JOUIQRNQJGXQDC-ZYUZMQFOSA-L,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])[O-])O)O)C(=O)[O-]
c78mycolateACP,NA,noinchikey_inpubchem
thymd,IQFYYKKMVGJFEH-XLPZGREQSA-N,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
gly,DHMQDGOQFOQNFH-UHFFFAOYSA-N,C(C(=O)O)N
26dap__M,GMKMEZVLHJARHF-SYDPRGILSA-N,C(CC(C(=O)O)N)CC(C(=O)O)N
pgp190,NA,noinchikey_inpubchem
sucsal,UIUJIQZEACWQSV-UHFFFAOYSA-M,C(CC(=O)[O-])C=O
xan,LRFVTYWOQMYALW-UHFFFAOYSA-N,C1=NC2=C(N1)C(=O)NC(=O)N2
arabl__D,NA,noinchikey_inpubchem
iacgam3p,NA,noinchikey_inpubchem
ppdima,NA,noinchikey_inpubchem
c78mycolatepp,NA,noinchikey_inpubchem
rrppdima,NA,noinchikey_inpubchem
ppal,NBBJYMSMWIIQGU-UHFFFAOYSA-N,CCC=O
8aonn,GUAHPAJOXVYFON-UHFFFAOYSA-N,CC(C(=O)CCCCCC(=O)O)N
frdp,VWFJDQUYCIWHTN-YFVJMOTDSA-K,CC(=CCCC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])[O-])C)C)C
pre5,OUPXZNRNMLYOGK-FNFWWFRLSA-G,CC(=O)C12C3=C(C(C(=N3)CC4=NC(CC5=C(C(C(=[NH+]5)C=C(N1)C(C2(C)CC(=O)[O-])CCC(=O)[O-])(C)CC(=O)[O-])CCC(=O)[O-])(C(=C4CCC(=O)[O-])CC(=O)[O-])C)(C)CCC(=O)[O-])CC(=O)[O-]
oxa,MUBZPKHOEPUJKR-UHFFFAOYSA-L,C(=O)(C(=O)[O-])[O-]
bmn,VWKNUUOGGLNRNZ-UHFFFAOYSA-N,CC1=C(N2C(=C(C(=O)N2C1=O)C)C)C
dhna,VOJUXHHACRXLTD-UHFFFAOYSA-M,C1=CC=C2C(=C1)C(=CC(=C2O)C(=O)[O-])O
skm,JXOHGGNKMLTUBP-HSUXUTPPSA-M,C1C(C(C(C=C1C(=O)[O-])O)O)O
sdhlam,KWKBJWYJJBQOAE-UHFFFAOYSA-M,noinchikey_inpubchem
hepdcoa,NA,noinchikey_inpubchem
lac__L,JVTAAEKCZFNVCJ-REOHCLBHSA-M,CC(C(=O)[O-])O
iasp,NMUOATVLLQEYHI-UHFFFAOYSA-M,C(C(=N)C(=O)O)C(=O)[O-]
uamag,OJZCATPXPWFLHF-HPUCEMLMSA-J,CC(C(=O)NC(CCC(=O)[O-])C(=O)[O-])NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
kmeroacidcyc2ACP,NA,noinchikey_inpubchem
adhlam,ARGXEXVCHMNAQU-UHFFFAOYSA-N,CC(=O)SC(CCCCC(=O)N)CCS
pre3b,KJHZYYJBHKAUHS-NXWQJPGNSA-H,noinchikey_inpubchem
decoa,NA,noinchikey_inpubchem
histd,ZQISRDCJNBUVMM-YFKPBYRVSA-O,C1=C(NC=N1)CC(CO)[NH3+]
ipdp,NUHSROFQTUXZQQ-UHFFFAOYSA-K,CC(=C)CCOP(=O)([O-])OP(=O)([O-])[O-]
9ohadd,NA,noinchikey_inpubchem
gln__L,ZDXPYRJPNDTMRX-VKHMYHEASA-N,C(CC(=O)N)C(C(=O)O)N
pro__L,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C1CC(NC1)C(=O)O
dudp,QHWZTVCCBMIIKE-SHYZEUOFSA-K,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)([O-])OP(=O)([O-])[O-])O
pre6a,SOHWQLUTRKYCGZ-YTMGQXKNSA-G,CC12CC3=C(C(C(=[NH+]3)C=C4C(C(C(N4)(C5=C(C(C(=N5)CC(=N1)C(=C2CC(=O)[O-])CCC(=O)[O-])(C)CCC(=O)[O-])CC(=O)[O-])C)(C)CC(=O)[O-])CCC(=O)[O-])(C)CC(=O)[O-])CCC(=O)[O-]
hcholc3coa,NA,noinchikey_inpubchem
nndccoa,NA,noinchikey_inpubchem
dhnpt,YQIFAMYNGGOTFB-XINAWCOVSA-N,C1C(=NC2=C(N1)NC(=NC2=O)N)C(C(CO)O)O
cholenec3coa,NA,noinchikey_inpubchem
thm,MYVIATVLJGTBFV-UHFFFAOYSA-M,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.[Cl-]
aspsa,HOSWPDPVFBCLSY-VKHMYHEASA-N,C(C=O)C(C(=O)O)N
10fthf,AUFGTPPARQZWDO-YPMHNXCESA-L,C1C(NC2=C(N1)NC(=NC2=O)N)CN(C=O)C3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-]
din,VGONTNSXDCQUGY-RRKCRQDMSA-N,C1C(C(OC1N2C=NC3=C2NC=NC3=O)CO)O
pc_TB,NA,noinchikey_inpubchem
ddca,NA,noinchikey_inpubchem
h2,UFHFLCQGNIYNRP-UHFFFAOYSA-N,[HH]
gcald,WGCNASOHLSPBMP-UHFFFAOYSA-N,C(C=O)O
4ahmmp,VUTBELPREDJDDH-UHFFFAOYSA-N,CC1=NC=C(C(=N1)N)CO
uggmda,NA,noinchikey_inpubchem
5odhf2a,ZPEHSARSWGDCEX-UHFFFAOYSA-M,C1C=C(OC1=O)CC(=O)[O-]
methf,MEANFMOQMXYMCT-OLZOCXBDSA-M,C1C2CN(C=[N+]2C3=C(N1)NC(=NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)[O-])C(=O)[O-]
nh4,QGZKDVFQNNGYKY-UHFFFAOYSA-O,[NH4+]
cysOamp,NA,noinchikey_inpubchem
unaga,NEVJGTXBHJNFAZ-JXCMATCVSA-L,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])OC1C(C(C(C(O1)CO)O)O)NC(=O)C)C)C)C)C)C)C)C)C)C)C)C
gdpfuc,LQEBEXMHBLQMDB-JGQUBWHWSA-L,CC1C(C(C(C(O1)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O)O
5oxpro,ODHCTXKNWHHXJC-VKHMYHEASA-M,C1CC(=O)NC1C(=O)[O-]
h2o,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O
ichor,NTGWPRCCOQCMGE-YUMQZZPRSA-L,C=C(C(=O)[O-])OC1C=CC=C(C1O)C(=O)[O-]
ppp9,KSFOVUSSGSKXFI-UJJXFSCMSA-L,noinchikey_inpubchem
icit,ODBLHEXUDAPZAU-UHFFFAOYSA-K,C(C(C(C(=O)[O-])O)C(=O)[O-])C(=O)[O-]
pydx5p,NGVDGCNFYWLIFO-UHFFFAOYSA-L,CC1=NC=C(C(=C1O)C=O)COP(=O)([O-])[O-]
pppi,UNXRWKVEANCORM-UHFFFAOYSA-I,[O-]P(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-]
2ahhmd,FCQGJGLSOWZZON-UHFFFAOYSA-L,noinchikey_inpubchem
kmeroacidcyc2AMP,NA,noinchikey_inpubchem
decdr_tb,NA,noinchikey_inpubchem
3ig3p,NQEQTYPJSIEPHW-MNOVXSKESA-L,C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)([O-])[O-])O)O
sl1,VVUBWEWWCKPWSI-XCRVQMKQSA-M,CCCCCCCCCCCCCCCCC(C)CC(C)CC(C)CC(C)CC(C)CC(C)CC(C)CC(C)C(=O)OCC1C(C(C(C(O1)OC2C(C(C(C(O2)COC(=O)C(C)CC(C)CC(C)CC(C)CC(C)CC(C)CC(C)CC(C)C(CCCCCCCCCCCCCCC)O)O)O)OS(=O)(=O)[O-])OC(=O)CCCCCCCCCCCCCCC)OC(=O)C(C)CC(C)CC(C)CC(C)CC(C)CC(C)CC(C)CC(C)C(CCCCCCCCCCCCCCC)O)O
hoa,NA,noinchikey_inpubchem
2p4c2me,HTJXTKBIUVFUAR-XHIBXCGHSA-J,CC(CO)(C(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)O)OP(=O)([O-])[O-]
sertrna,NA,noinchikey_inpubchem
so4,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-]
paps,GACDQMDRPRGCTN-KQYNXXCUSA-J,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OS(=O)(=O)[O-])OP(=O)([O-])[O-])O)N
5mtr,ACWASDPGAVYCNI-JKUQZMGJSA-N,CSCC(C(C(C=O)O)O)O
q8h2,LOJUQFSPYHMHEO-SGHXUWJISA-N,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
5ohhip,NA,noinchikey_inpubchem
acglu,RFMMMVDNIPUKGG-YFKPBYRVSA-L,CC(=O)NC(CCC(=O)[O-])C(=O)[O-]
Ac1PIM2,NA,noinchikey_inpubchem
hip,NA,noinchikey_inpubchem
arachACP,NA,noinchikey_inpubchem
nondca,NA,noinchikey_inpubchem
4mhetz,BKAWJIRCKVUVED-UHFFFAOYSA-N,CC1=C(SC=N1)CCO
gluhercyso,NA,noinchikey_inpubchem
phbz1,NA,noinchikey_inpubchem
3hibutcoa,WWEOGFZEFHPUAM-UQCJFRAESA-J,CC(CO)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
ppap,FMNMEQSRDWIBFO-UHFFFAOYSA-L,CCC(=O)OP(=O)([O-])[O-]
inost,CDAISMWEOUEBRE-GPIVLXJGSA-N,noinchikey_inpubchem
3c3hmp,BITYXLXUCSKTJS-ZETCQYMHSA-L,CC(C)C(CC(=O)[O-])(C(=O)[O-])O
coa,RGJOEKWQDUBAIZ-IBOSZNHHSA-J,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCS)O
mkmycolate,NA,noinchikey_inpubchem
glcn,RGHNJXZEOKUKBD-SQOUGZDYSA-M,C(C(C(C(C(C(=O)[O-])O)O)O)O)O
arach,VKOBVWXKNCXXDE-UHFFFAOYSA-M,CCCCCCCCCCCCCCCCCCCC(=O)[O-]
lystrna,NA,noinchikey_inpubchem
tdm1,NA,noinchikey_inpubchem
mycolate,NA,noinchikey_inpubchem
thym,RWQNBRDOKXIBIV-UHFFFAOYSA-N,CC1=CNC(=O)NC1=O
argsuc,KDZOASGQNOPSCU-ZBHICJROSA-M,C(CC(C(=O)[O-])[NH3+])C[NH+]=C(N)NC(CC(=O)[O-])C(=O)[O-]
f420_2,BEUZRXRCQLIWPE-NALJQGANSA-I,noinchikey_inpubchem
ser__D,MTCFGRXMJLQNBG-UWTATZPHSA-N,C(C(C(=O)O)N)O
cbl1,OMAOKVYASDIYQG-DSRCUDDDSA-L,noinchikey_inpubchem
uaaGgtla,CALJPWOWZPDIQK-PRHZHQPTSA-L,CC(C(=O)NC(CCC(=O)NC(CCCC[NH3+])C(=O)NC(C)C(=O)NC(C)C(=O)[O-])C(=O)N)NC(=O)C(C)OC1C(C(OC(C1OC2C(C(C(C(O2)CO)O)O)NC(=O)C)CO)OP(=O)([O-])OP(=O)([O-])OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)NC(=O)C
pmocta,NA,noinchikey_inpubchem
meroacidcyc1ACP,NA,noinchikey_inpubchem
