metname,inchikey,Canonical_SMILES
idp,JPXZQMKKFWMMGK-KQYNXXCUSA-K,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O
damp,KHWCHTKSEGGWEX-RRKCRQDMSA-L,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)([O-])[O-])O
2dr1p,KBDKAJNTYKVSEK-VPENINKCSA-L,C1C(C(OC1OP(=O)([O-])[O-])CO)O
mqn7,RAKQPZMEYJZGPI-LJWNYQGCSA-N,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
sbt6p,GACTWZZMVMUKNG-SLPGGIOYSA-L,C(C(C(C(C(COP(=O)([O-])[O-])O)O)O)O)O
alatrna,NA,noinchikey_inpubchem
4mhetz,BKAWJIRCKVUVED-UHFFFAOYSA-N,CC1=C(SC=N1)CCO
sucbz,YIVWQNVQRXFZJB-UHFFFAOYSA-L,C1=CC=C(C(=C1)C(=O)CCC(=O)[O-])C(=O)[O-]
trnamet,NA,noinchikey_inpubchem
adn,OIRDTQYFTABQOQ-KQYNXXCUSA-N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
4ampm,SSWDVESQMBHOQT-UHFFFAOYSA-N,noinchikey_inpubchem
5mta,WUUGFSXJNOTRMR-IOSLPCCCSA-N,CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
ugmd,QUHLBZKCGUXHGP-AJVQVANPSA-J,CC(C(=O)NC(CCC(=O)NC(CCCC(C(=O)[O-])[NH3+])C(=O)[O-])C(=O)[O-])NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
uacgam,LFTYTUAZOPRMMI-CFRASDGPSA-L,CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
2mb_p,NA,noinchikey_inpubchem
acg5p,FCVIHFVSXHOPSW-YFKPBYRVSA-K,CC(=O)NC(CCC(=O)OP(=O)([O-])[O-])C(=O)[O-]
glu5sa,KABXUUFDPUOJMW-BYPYZUCNSA-N,C(CC(C(=O)O)N)C=O
4r5au,XKQZIXVJVUPORE-RPDRRWSUSA-N,C(C(C(C(CO)O)O)O)NC1=C(C(=O)NC(=O)N1)N
nac,PVNIIMVLHYAWGP-UHFFFAOYSA-M,C1=CC(=CN=C1)C(=O)[O-]
3oxhdacp,NA,noinchikey_inpubchem
uama,NTMMCWJNQNKACG-KBKUWGQMSA-K,CC(C(=O)[O-])NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
udpg,HSCJRCZFDFQWRP-RDKQLNKOSA-L,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OC3C(C(C(C(O3)CO)O)O)O)O)O
uaAgla,NA,noinchikey_inpubchem
CPS_LLA,NA,noinchikey_inpubchem
prpp,PQGCEDQWHSBAJP-TXICZTDVSA-I,C(C1C(C(C(O1)OP(=O)([O-])OP(=O)([O-])[O-])O)O)OP(=O)([O-])[O-]
dgdp,CIKGWCTVFSRMJU-KVQBGUIXSA-K,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)([O-])OP(=O)([O-])[O-])O
nmn,DAYLJWODMCOQEW-TURQNECASA-M,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])[O-])O)O)C(=O)N
dmpp,CBIDRCWHNCKSTO-UHFFFAOYSA-K,CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])C
g6p,NBSCHQHZLSJFNQ-GASJEMHNSA-L,C(C1C(C(C(C(O1)O)O)O)O)OP(=O)([O-])[O-]
psd5p,NA,noinchikey_inpubchem
uaccg,BEGZZYPUNCJHKP-DBYWSUQTSA-K,CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)OC(=C)C(=O)[O-]
phpyr,BTNMPGBKDVTSJY-UHFFFAOYSA-M,C1=CC=C(C=C1)CC(=O)C(=O)[O-]
asptrna,NA,noinchikey_inpubchem
mal__L,BJEPYKJPYRNKOW-REOHCLBHSA-L,C(C(C(=O)[O-])O)C(=O)[O-]
dutp,AHCYMLUZIRLXAA-SHYZEUOFSA-J,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O
nh3,QGZKDVFQNNGYKY-UHFFFAOYSA-O,[NH4+]
gly,DHMQDGOQFOQNFH-UHFFFAOYSA-N,C(C(=O)O)N
25aics,NAQGHJTUZRHGAC-ZZZDFHIKSA-J,C1=NC(=C(N1C2C(C(C(O2)COP(=O)([O-])[O-])O)O)N)C(=O)NC(CC(=O)[O-])C(=O)[O-]
4h2oxg,NA,noinchikey_inpubchem
lac__L,JVTAAEKCZFNVCJ-REOHCLBHSA-M,CC(C(=O)[O-])O
glu5p,PJRXVIJAERNUIP-VKHMYHEASA-L,C(CC(=O)OP(=O)([O-])[O-])C(C(=O)[O-])[NH3+]
3psme,QUTYKIXIUDQOLK-PRJMDXOYSA-J,C=C(C(=O)[O-])OC1CC(=CC(C1O)OP(=O)([O-])[O-])C(=O)[O-]
pgp_LLA,NA,noinchikey_inpubchem
N1aspmd,MQTAVJHICJWXBR-UHFFFAOYSA-P,CC(=O)NCCC[NH2+]CCCC[NH3+]
succ,KDYFGRWQOYBRFD-UHFFFAOYSA-L,C(CC(=O)[O-])C(=O)[O-]
trnaval,NA,noinchikey_inpubchem
actp,LIPOUNRJVLNBCD-UHFFFAOYSA-L,CC(=O)OP(=O)([O-])[O-]
coa,RGJOEKWQDUBAIZ-IBOSZNHHSA-J,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCS)O
orot5p,KYOBSHFOBAOFBF-XVFCMESISA-K,C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])[O-])O)O)C(=O)[O-]
g3ps,ZWZWYGMENQVNFU-UHNVWZDZSA-M,C(C(COP(=O)([O-])OCC(C(=O)[O-])[NH3+])O)O
g1p,HXXFSFRBOHSIMQ-GASJEMHNSA-L,C(C1C(C(C(C(O1)OP(=O)([O-])[O-])O)O)O)O
pyrimid,NA,noinchikey_inpubchem
glyc,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O
hisp,CWNDERHTHMWBSI-YFKPBYRVSA-M,C1=C(NC=N1)CC(COP(=O)([O-])[O-])[NH3+]
nicrnt,JOUIQRNQJGXQDC-ZYUZMQFOSA-L,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])[O-])O)O)C(=O)[O-]
4hglu,HBDWQSHEVMSFGY-SCQFTWEKSA-M,C(C(C(=O)[O-])[NH3+])C(C(=O)[O-])O
pnto__R,GHOKWGTUZJEAQD-ZETCQYMHSA-M,CC(C)(CO)C(C(=O)NCCC(=O)[O-])O
acald,IKHGUXGNUITLKF-UHFFFAOYSA-N,CC=O
for,BDAGIHXWWSANSR-UHFFFAOYSA-M,C(=O)[O-]
dcmp,NCMVOABPESMRCP-SHYZEUOFSA-L,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)([O-])[O-])O
gam6p,XHMJOUIAFHJHBW-IVMDWMLBSA-M,C(C1C(C(C(C(O1)O)[NH3+])O)O)OP(=O)([O-])[O-]
galt,FBPFZTCFMRRESA-GUCUJZIJSA-N,C(C(C(C(C(CO)O)O)O)O)O
ump,DJJCXFVJDGTHFX-XVFCMESISA-L,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])[O-])O)O
ichor,NTGWPRCCOQCMGE-YUMQZZPRSA-L,C=C(C(=O)[O-])OC1C=CC=C(C1O)C(=O)[O-]
his__L,HNDVDQJCIGZPNO-YFKPBYRVSA-N,C1=C(NC=N1)CC(C(=O)O)N
thdp,CXMBCXQHOXUCEO-BYPYZUCNSA-L,C1CC(N=C(C1)C(=O)[O-])C(=O)[O-]
pep,DTBNBXWJWCWCIK-UHFFFAOYSA-K,C=C(C(=O)[O-])OP(=O)([O-])[O-]
fdp,RNBGYGVWRKECFJ-VRPWFDPXSA-J,C(C1C(C(C(O1)(COP(=O)([O-])[O-])O)O)O)OP(=O)([O-])[O-]
acgam1p,FZLJPEPAYPUMMR-RTRLPJTCSA-L,noinchikey_inpubchem
ivcoa,UYVZIWWBJMYRCD-ZMHDXICWSA-J,CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
gmh7p,NA,noinchikey_inpubchem
PG,NA,noinchikey_inpubchem
thmmp,HZSAJDVWZRBGIF-UHFFFAOYSA-M,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)([O-])[O-]
ib_p,NA,noinchikey_inpubchem
3mop,JVQYSWDUAOAHFM-BYPYZUCNSA-M,CCC(C)C(=O)C(=O)[O-]
hexacp,NA,noinchikey_inpubchem
prbamp,RTQMRTSPTLIIHM-KEOHHSTQSA-J,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])[O-])O)O)N=CN(C2=N)C4C(C(C(O4)COP(=O)([O-])[O-])O)O
pro__L,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C1CC(NC1)C(=O)O
ahdt,DGGUVLXVLHAAGT-XINAWCOVSA-J,C1C(=NC2=C(N1)NC(=NC2=O)N)C(C(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O
tyr__L,OUYCCCASQSFEME-QMMMGPOBSA-N,C1=CC(=CC=C1CC(C(=O)O)N)O
sertrna,NA,noinchikey_inpubchem
tyrtrna,NA,noinchikey_inpubchem
galt1p,GACTWZZMVMUKNG-DPYQTVNSSA-L,C(C(C(C(C(COP(=O)([O-])[O-])O)O)O)O)O
2mahmp,AGQJQCFEPUVXNK-UHFFFAOYSA-K,CC1=NC=C(C(=N1)N)COP(=O)([O-])OP(=O)([O-])[O-]
co2,CURLTUGMZLYLDI-UHFFFAOYSA-N,C(=O)=O
dadp,DAEAPNUQQAICNR-RRKCRQDMSA-K,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)([O-])OP(=O)([O-])[O-])O
lystrna,NA,noinchikey_inpubchem
cellb,GUBGYTABKSRVRQ-QRZGKKJRSA-N,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O
hpglu,RXWVHRYZTWZATH-XSLAGTTESA-J,C1C(NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]
uri,DRTQHJPVMGBUCF-XVFCMESISA-N,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O
unRTA,NA,noinchikey_inpubchem
glutrna,NA,noinchikey_inpubchem
xu5p__D,FNZLKVNUWIIPSJ-RFZPGFLSSA-L,C(C(C(C(=O)CO)O)O)OP(=O)([O-])[O-]
succoa,VNOYUJKHFWYWIR-ITIYDSSPSA-I,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)[O-])O
hco3,BVKZGUZCCUSVTD-UHFFFAOYSA-M,C(=O)(O)[O-]
pyrin,NA,noinchikey_inpubchem
leu__L,ROHFNLRQFUQHCH-YFKPBYRVSA-N,CC(C)CC(C(=O)O)N
xan,LRFVTYWOQMYALW-UHFFFAOYSA-N,C1=NC2=C(N1)C(=O)NC(=O)N2
2aeppn,NA,noinchikey_inpubchem
2ahhmp,NA,noinchikey_inpubchem
dha,RXKJFZQQPQGTFL-UHFFFAOYSA-N,C(C(=O)CO)O
4mop,BKAJNAXTPSGJCU-UHFFFAOYSA-M,CC(C)CC(=O)C(=O)[O-]
acgala,NA,noinchikey_inpubchem
fpram,PMCOGCVKOAOZQM-ZRTZXPPTSA-M,C(C1C(C(C(O1)[NH+]=C(CNC=O)N)O)O)OP(=O)([O-])[O-]
so4,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-]
aicar,NOTGFIUVDGNKRI-UUOKFMHZSA-L,C1=NC(=C(N1C2C(C(C(O2)COP(=O)([O-])[O-])O)O)N)C(=O)N
3hmp,DBXBTMSZEOQQDU-UHFFFAOYSA-M,CC(CO)C(=O)[O-]
h2o,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O
malcoa,LTYOQGRJFJAKNA-DVVLENMVSA-I,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-])O
uamag,OJZCATPXPWFLHF-HPUCEMLMSA-J,CC(C(=O)NC(CCC(=O)[O-])C(=O)[O-])NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
iv_p,NA,noinchikey_inpubchem
r5p,KTVPXOYAKDPRHY-AIHAYLRMSA-L,C(C1C(C(C(O1)O)O)O)OP(=O)([O-])[O-]
sbzcoa,AVOVYFCDODUXLY-HSJNEKGZSA-I,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4C(=O)CCC(=O)[O-])O
g6p_B,NBSCHQHZLSJFNQ-VFUOTHLCSA-L,C(C1C(C(C(C(O1)O)O)O)O)OP(=O)([O-])[O-]
hxan,FDGQSTZJBFJUBT-UHFFFAOYSA-N,C1=NC2=C(N1)C(=O)N=CN2
2ttdeacp,NA,noinchikey_inpubchem
dgmp,LTFMZDNNPPEQNG-KVQBGUIXSA-L,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)([O-])[O-])O
cdp,ZWIADYZPOWUWEW-XVFCMESISA-K,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])[O-])O)O
val__L,KZSNJWFQEVHDMF-BYPYZUCNSA-N,CC(C)C(C(=O)O)N
2cocdacp,NA,noinchikey_inpubchem
glyb,KWIUHFFTVRNATP-UHFFFAOYSA-N,C[N+](C)(C)CC(=O)[O-]
3c2hmp,RNQHMTFBUSSBJQ-CRCLSJGQSA-L,CC(C)C(C(C(=O)[O-])O)C(=O)[O-]
gmp,RQFCJASXJCIDSX-UUOKFMHZSA-L,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])[O-])O)O)NC(=NC2=O)N
glcn__D,RGHNJXZEOKUKBD-SQOUGZDYSA-M,C(C(C(C(C(C(=O)[O-])O)O)O)O)O
maltttr,LUEWUZLMQUOBSB-ZLBHSGTGSA-N,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O
suc6p,PJTTXANTBQDXME-UGDNZRGBSA-L,C(C1C(C(C(C(O1)OC2(C(C(C(O2)COP(=O)([O-])[O-])O)O)CO)O)O)O)O
thf,MSTNYGQPCMXVAQ-RYUDHWBXSA-L,C1C(NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-]
gln__L,ZDXPYRJPNDTMRX-VKHMYHEASA-N,C(CC(=O)N)C(C(=O)O)N
udcp,TXKJNHBRVLCYFX-RDQGWRCRSA-N,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCO)C)C)C)C)C)C)C)C)C)C)C
haram,NA,noinchikey_inpubchem
5mthf,ZNOVTXRBGFNYRX-STQMWFEESA-L,CN1C(CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-]
tagur,IZSRJDGCGRAUAR-WDCZJNDASA-M,C(C(=O)C(C(C(C(=O)[O-])O)O)O)O
malttr,FYGDTMLNYKFZSV-PXXRMHSHSA-N,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O
tagdp__D,RNBGYGVWRKECFJ-OEXCPVAWSA-J,C(C1C(C(C(O1)(COP(=O)([O-])[O-])O)O)O)OP(=O)([O-])[O-]
arbt6p,FBHYCDOVYMVLEN-RMPHRYRLSA-L,C1=CC(=CC=C1O)OC2C(C(C(C(O2)COP(=O)([O-])[O-])O)O)O
dump,JSRLJPSBLDHEIO-SHYZEUOFSA-L,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)([O-])[O-])O
trnatyr,NA,noinchikey_inpubchem
DNA_LLA,NA,noinchikey_inpubchem
g3pi,BMVUIWJCUQSHLZ-UJGXJMNGSA-M,noinchikey_inpubchem
eig3p,HFYBTHCYPKEDQQ-RITPCOANSA-L,C1=C(NC=N1)C(C(COP(=O)([O-])[O-])O)O
ins,UGQMRVRMYYASKQ-KQYNXXCUSA-N,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)CO)O)O
orot,PXQPEWDEAKTCGB-UHFFFAOYSA-M,C1=C(NC(=O)NC1=O)C(=O)[O-]
nh4,QGZKDVFQNNGYKY-UHFFFAOYSA-O,[NH4+]
trdrd,NA,noinchikey_inpubchem
amet,MEFKEPWMEQBLKI-AIRLBKTGSA-O,C[S+](CCC(C(=O)O)N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
mlthf,QYNUQALWYRSVHF-OLZOCXBDSA-L,C1C2CN(CN2C3=C(N1)NC(=NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)[O-])C(=O)[O-]
n8aspmd,FONIWJIDLJEJTL-UHFFFAOYSA-P,CC(=O)NCCCC[NH2+]CCC[NH3+]
fum,VZCYOOQTPOCHFL-OWOJBTEDSA-L,C(=CC(=O)[O-])C(=O)[O-]
glntrna,NA,noinchikey_inpubchem
fe2,CWYNVVGOOAEACU-UHFFFAOYSA-N,[Fe+2]
3htdacp,NA,noinchikey_inpubchem
grdp,GVVPGTZRZFNKDS-JXMROGBWSA-K,CC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])[O-])C)C
etoh,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO
h2o2,MHAJPDPJQMAIIY-UHFFFAOYSA-N,OO
mnl,FBPFZTCFMRRESA-KVTDHHQDSA-N,C(C(C(C(C(CO)O)O)O)O)O
2ahbut,VUQLHQFKACOHNZ-LURJTMIESA-M,CCC(C(=O)C)(C(=O)[O-])O
4mpetz,OCYMERZCMYJQQO-UHFFFAOYSA-L,CC1=C(SC=N1)CCOP(=O)([O-])[O-]
nadph,ACFIXJIJDZMPPO-NNYOXOHSSA-J,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O
trnaasn,NA,noinchikey_inpubchem
protrna,NA,noinchikey_inpubchem
udpgalfur,ZQLQOXLUCGXKHS-SIAUPFDVSA-L,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OC3C(C(C(O3)C(CO)O)O)O)O)O
thymd,IQFYYKKMVGJFEH-XLPZGREQSA-N,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
indole,SIKJAQJRHWYJAI-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CN2
uAgla,PFMVORMCVGOQKR-XNCOKRRHSA-K,CC(C(=O)NC(CCC(=O)NC(CCCC[NH3+])C(=O)NC(C)C(=O)NC(C)C(=O)[O-])C(=O)[O-])NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
h2s,RWSOTUBLDIXVET-UHFFFAOYSA-M,[SH-]
3mba,NA,noinchikey_inpubchem
pap,WHTCPDAXWFLDIH-KQYNXXCUSA-J,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])[O-])OP(=O)([O-])[O-])O)N
d12dg_LLA,NA,noinchikey_inpubchem
dtdp6dm,NA,noinchikey_inpubchem
imacp,YCFFMSOLUMRAMD-UHFFFAOYSA-L,C1=C(NC=N1)CC(=O)COP(=O)([O-])[O-]
udp,XCCTYIAWTASOJW-XVFCMESISA-K,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])[O-])O)O
3oxocdacp,NA,noinchikey_inpubchem
